键值(key),翻译(msgstr)
IDS_MODULE_STATE_TOOLTIP_MAIN_GUN_BROKEN_HINT,"主炮塔严重受损，无法开火。
严重受损的配件会在长时间后自动修复，无法手动维修。"
IDS_MODULE_STATE_TOOLTIP_MAIN_GUN_CRIT_HINT,"主炮塔受损，无法开火。
受损的配件会随时间自动修复，或可通过使用伤害控制小组消耗品立即修复。"
IDS_MODULE_STATE_TOOLTIP_PINGER_CRIT_HINT,"声纳受损，无法发出声呐脉冲。
受损的配件会随时间自动修复，或可通过使用伤害控制小组消耗品立即修复。"
IDS_MODULE_STATE_TOOLTIP_STEERING_GEAR_CRIT_HINT,"操舵装置受损，无法转向。若学习了“背水一战”指挥官技能，仍可有限度地转向。
受损的配件会随时间自动修复，或可通过使用伤害控制小组消耗品立即修复。"
IDS_MODULE_STATE_TOOLTIP_SUBTITLE,战舰配件
IDS_MODULE_STATE_TOOLTIP_TORPEDO_TUBE_BROKEN_HINT,"鱼雷发射管严重受损，无法发射。
严重受损的配件会在长时间后自动修复，无法手动维修。"
IDS_MODULE_STATE_TOOLTIP_TORPEDO_TUBE_CRIT_HINT,"鱼雷发射管受损，无法发射。
受损的配件会随时间自动修复，或可通过使用伤害控制小组消耗品立即修复。"
IDS_MODULE_STEERING_GEAR,操舵装置
IDS_MODULE_TORPEDO_TUBE,鱼雷发射管
IDS_MODULE_TYPE_ABILITIES,消耗品
IDS_MODULE_TYPE_ARTILLERY,主炮
IDS_MODULE_TYPE_BOMBER,轰炸机
IDS_MODULE_TYPE_DIVEBOMBER,轰炸机
IDS_MODULE_TYPE_DIVEBOMBER_AP,（穿甲）轰炸机
IDS_MODULE_TYPE_DIVEBOMBER_HE,（高爆）轰炸机
IDS_MODULE_TYPE_ENGINE,引擎
IDS_MODULE_TYPE_FIGHTER,攻击机
IDS_MODULE_TYPE_FIGHTER_AP,（穿甲）攻击机
IDS_MODULE_TYPE_FIGHTER_HE,（高爆）攻击机
IDS_MODULE_TYPE_FLIGHTCONTROL,飞行控制
IDS_MODULE_TYPE_HULL,舰体
IDS_MODULE_TYPE_PLANES,空军大队
IDS_MODULE_TYPE_PRIMARYWEAPONS,主武器
IDS_MODULE_TYPE_SECONDARYWEAPONS,副武器
IDS_MODULE_TYPE_SHIELD,护盾
IDS_MODULE_TYPE_SKIPBOMBER,弹跳轰炸机
IDS_MODULE_TYPE_SONAR,声呐
IDS_MODULE_TYPE_SUO,舰炮火控系统
IDS_MODULE_TYPE_TORPEDOBOMBER,鱼雷轰炸机
IDS_MODULE_TYPE_TORPEDOES,鱼雷
IDS_MODULE_TYPE_TORPEDOES_DEEPWATER,深水鱼雷
IDS_MOEKA_CHINA,Moeka China
IDS_MOLYBDENUM_COLON,军团代币：
IDS_MONDAY,周一
IDS_MONDAY_FULL,周一
IDS_MONITOR_MODE,屏幕模式
IDS_MONITOR_MODE_DESCRIPTION,游戏窗口打开时的模式。
IDS_MONITOR_TYPE,屏幕
IDS_MONITOR_TYPE_DESCRIPTION,游戏的主显示器。
IDS_MONTH,个月
IDS_MONTH_1,一月
IDS_MONTH_10,十月
IDS_MONTH_11,十一月
IDS_MONTH_12,十二月
IDS_MONTH_2,二月
IDS_MONTH_3,三月
IDS_MONTH_4,四月
IDS_MONTH_5,五月
IDS_MONTH_6,六月
IDS_MONTH_7,七月
IDS_MONTH_8,八月
IDS_MONTH_9,九月
IDS_MONTH_SHORTCUT_1,1月
IDS_MONTH_SHORTCUT_10,10月
IDS_MONTH_SHORTCUT_11,11月
IDS_MONTH_SHORTCUT_12,12月
IDS_MONTH_SHORTCUT_2,2月
IDS_MONTH_SHORTCUT_3,3月
IDS_MONTH_SHORTCUT_4,4月
IDS_MONTH_SHORTCUT_5,5月
IDS_MONTH_SHORTCUT_6,6月
IDS_MONTH_SHORTCUT_7,7月
IDS_MONTH_SHORTCUT_8,8月
IDS_MONTH_SHORTCUT_9,9月
IDS_MOONA_HOSHINOVA,Moona Hoshinova
IDS_MORE,剩余：
IDS_MORE_EXP,剩余%(expCount)d天
IDS_MORE_INFO_ABOUT_BRAWL_TOOLTIP,更多关于对决的信息
IDS_MORE_INFO_ABOUT_EVENT_TOOLTIP,更多活动信息
IDS_MORE_INFO_ABOUT_PVE_OPERATION_TOOLTIP,阅读规则
IDS_MORE_INFO_ABOUT_RANKED_SEASON_TOOLTIP,赛季详情
IDS_MORITZBRANDT,Moritz Brandt
IDS_MOUSE_INSTRUCTION_ASSIGN_TO_THIS_CLASS_TO_LEARN,要学习技能，请将指挥官指派至此类型的战舰上。
IDS_MOUSE_INSTRUCTION_BUY_AND_INSTALL_CAMOUFLAGE,购买并安装涂装
IDS_MOUSE_INSTRUCTION_BUY_AND_INSTALL_SIGNAL,购买并安装信号旗
IDS_MOUSE_INSTRUCTION_CHANGE_BATTLE_CARD,管理保密文件
IDS_MOUSE_INSTRUCTION_CHANGE_CAMO_COLOR,设置涂装色彩组合
IDS_MOUSE_INSTRUCTION_CHANGE_DECAL,更换贴花
IDS_MOUSE_INSTRUCTION_CHOOSE,选择%(_battleType)s
IDS_MOUSE_INSTRUCTION_CREW_TOOLTIP_ASSIGN,指派指挥官
IDS_MOUSE_INSTRUCTION_CREW_TOOLTIP_GO_TO_SKILLS,前往指挥官界面
IDS_MOUSE_INSTRUCTION_DEMOUNT_DECAL,拆卸贴花
IDS_MOUSE_INSTRUCTION_DISABLE_PREINSTALL_CAMOUFLAGE,拆卸涂装
IDS_MOUSE_INSTRUCTION_DISABLE_PREINSTALL_SIGNAL,拆卸信号旗
IDS_MOUSE_INSTRUCTION_DISABLE_PREVIEW_CAMOUFLAGE,隐藏涂装
IDS_MOUSE_INSTRUCTION_DISABLE_PREVIEW_ENSIGN,隐藏旗帜
IDS_MOUSE_INSTRUCTION_DISABLE_PREVIEW_SIGNAL,隐藏信号旗
IDS_MOUSE_INSTRUCTION_GO_TO_CAMOUFLAGE_PREVIEW,前往涂装预览
IDS_MOUSE_INSTRUCTION_GO_TO_PREVIEW,前往战舰预览
IDS_MOUSE_INSTRUCTION_GO_TO_SKILLS_TO_LEARN,要学习技能，请前往指挥官界面
IDS_MOUSE_INSTRUCTION_HIDE_DECAL,隐藏贴花
IDS_MOUSE_INSTRUCTION_INSTALL_BATTLE_CARD,选择保密文件
IDS_MOUSE_INSTRUCTION_INSTALL_BONUS,安装
IDS_MOUSE_INSTRUCTION_INSTALL_CAMOUFLAGE,安装涂装
IDS_MOUSE_INSTRUCTION_INSTALL_CAMO_COLOR,安装这种色彩组合的涂装
IDS_MOUSE_INSTRUCTION_INSTALL_ECONOMIC_BOOST,安装加成
IDS_MOUSE_INSTRUCTION_INSTALL_ENSIGN,安装旗帜
IDS_MOUSE_INSTRUCTION_INSTALL_MODULE,安装配件
IDS_MOUSE_INSTRUCTION_INSTALL_SHIP_DESTRUCTION,安装敌舰受毁效果
IDS_MOUSE_INSTRUCTION_INSTALL_SIGNAL,安装信号旗
IDS_MOUSE_INSTRUCTION_LINK_AND_INSTALL_CAMOUFLAGE,绑定并安装一个涂装
IDS_MOUSE_INSTRUCTION_LINK_MULTIBOOST,绑定加成包
IDS_MOUSE_INSTRUCTION_MOUNT_DECALS,安装贴花
IDS_MOUSE_INSTRUCTION_PREINSTALL_SIGNAL,安装信号旗
IDS_MOUSE_INSTRUCTION_PREVIEW_CAMOUFLAGE,显示涂装
IDS_MOUSE_INSTRUCTION_PREVIEW_CAMO_COLOR,显示这种色彩组合的涂装
IDS_MOUSE_INSTRUCTION_PREVIEW_ENSIGN,显示旗帜
IDS_MOUSE_INSTRUCTION_PREVIEW_SIGNAL,显示信号旗
IDS_MOUSE_INSTRUCTION_PURCHASE_AND_LINK_MULTIBOOST,购买并绑定加成包
IDS_MOUSE_INSTRUCTION_PURCHASE_ECONOMIC_BOOST,购买并安装加成
IDS_MOUSE_INSTRUCTION_SEASON_RESTRICTIONS,显示详情
IDS_MOUSE_INSTRUCTION_SELECT_NODE,选择安装位置
IDS_MOUSE_INSTRUCTION_SHOW_DECAL,显示贴花
IDS_MOUSE_INSTRUCTION_SLOT_PURCHASE,购买船位
IDS_MOUSE_INSTRUCTION_START_PREVIEW_MODULE_TTX,安装配件后显示对战舰参数的更改。
IDS_MOUSE_INSTRUCTION_STOP_PREVIEW_MODULE_TTX,安装配件后隐藏对战舰参数的更改。
IDS_MOUSE_INSTRUCTION_TAKE_AWAY_BATTLE_CARD,移除保密文件
IDS_MOUSE_INSTRUCTION_TAKE_AWAY_BONUS,移除作战加成
IDS_MOUSE_INSTRUCTION_TAKE_AWAY_CAMOUFLAGE,拆卸涂装
IDS_MOUSE_INSTRUCTION_TAKE_AWAY_ECONOMIC_BOOST,移除加成
IDS_MOUSE_INSTRUCTION_TAKE_AWAY_ENSIGN,拆卸旗帜
IDS_MOUSE_INSTRUCTION_TAKE_AWAY_SHIP_DESTRUCTION,拆卸敌舰受毁效果
IDS_MOUSE_INSTRUCTION_TAKE_AWAY_SIGNAL,拆卸信号旗
IDS_MOUSE_INSTRUCTION_TRAINING_BATTLE_SETTINGS,训练战役设置
IDS_MOUSE_INSTRUCTION_UNIQUE_TALENT,显示更多
IDS_MOUSE_INSTRUCTION_UPGRADE_BATTLE_CARD,升级保密文件
IDS_MOVEBYMINIMAP,跨小地图移动
IDS_MOVEMENTCONTROLS,战舰移动
IDS_MOVE_BACK,返回
IDS_MOVE_FORWARD,向前移
IDS_MOVE_LEFT,转向左舷
IDS_MOVE_LEFT_PREF_TOOLTIP_DESCRIPTION,按住按键将使方向舵向左转动。
IDS_MOVE_RIGHT,转向右舷
IDS_MOVE_RIGHT_PREF_TOOLTIP_DESCRIPTION,按住按键将使方向舵向右转动。
IDS_MOVE_TO_THE_PURCHASE_PREMIUM,购买战舰高级账号
IDS_MOVE_TO_THE_REWARD,前往领取您的奖励
IDS_MR_HIDE,Henry J. Hide
IDS_MSAA_MODE,多重采样抗锯齿
IDS_MSAA_MODE_DESCRIPTION,一种图像抗锯齿，对3D对象的边缘处理更多像素。为对象的边缘提供更好的图像质量。
IDS_MSKIN_NOT_LINKED,尚未绑定。一旦与战舰绑定，此涂装只供绑定的战舰使用。
IDS_MULTIBOOST_AUTOREPLENISHMENT_AFTER_PURCHASE_INFO,不会在战斗中消耗。
IDS_MULTIBOOST_AUTOREPLENISHMENT_BEFORE_PURCHASE_INFO,只需购买一次且可永久使用。
IDS_MULTIBOOST_BULLETLIST_IS_INSTALLED_ONCE,加成包只能在战舰上安装一次，无需补给。
IDS_MULTIBOOST_BULLETLIST_PURPOSE,加成包能让您在每场战斗中获得更多资源。
IDS_MULTIBOOST_NOT_LINKED,未绑定。绑定加成包后，它将无法再安装至其他战舰。
IDS_MULTIBOOST_TITLE,加成包
IDS_MULTIBOOST_TITLE_OVERRIDE_FOR_WEB,加成包
IDS_MULTIBOOST_WITH_LEVEL_TITLE,加成包 — %(levelRange)s
IDS_MULTIBOOST_WITH_LEVEL_TITLE_OVERRIDE_FOR_WEB,“加成包 — %(levelRange)s”
IDS_MULTIBOOST_WITH_SHIP_TITLE,"加成包 —
%(shipName)s"
IDS_MULTIBOOST_WITH_SHIP_TITLE_OVERRIDE_FOR_WEB,“加成包 — %(shipName)s”
IDS_MULTYCLIENT_PLAY,开始游戏
IDS_MURAT_SEREZLI,Murat Serezli
IDS_MUSASHI,Musashi
IDS_MUSIC_DEVICE,音源
IDS_MUSIC_DEVICE_DESCRIPTION,声音会根据所选播放设备进行调整。
IDS_MUSIC_MOD,战斗中的音乐
IDS_MUSIC_MOD_DESCRIPTION,战斗中的音乐伴奏类型。
IDS_MUSIC_MOD_DYNAMIC,现代
IDS_MUSIC_MOD_DYNAMIC_DESCRIPTION,以电子声音为主的音乐。
IDS_MUSIC_MOD_LEGACY,影院
IDS_MUSIC_MOD_LEGACY_DESCRIPTION,以管弦乐编曲为主的音乐。
IDS_MUSIC_MOD_MIXED,标准
IDS_MUSIC_MOD_MIXED_DESCRIPTION,结合电影和现代编曲。音乐的性质根据战斗中的情况而变化。
IDS_MUSIC_MOD_WARDRUMS,战鼓
IDS_MUSIC_MOD_WARDRUMS_DESCRIPTION,以打击乐器为主的音乐。
IDS_MUTE,关闭信息
IDS_MUTE_PLAYER_CHAT,屏蔽消息
IDS_MUTE_PLAYER_CHAT_HINT,屏蔽当前战斗中所有这名玩家的消息
IDS_MUTE_PLAYER_VOICE_CHAT,屏蔽此玩家的语音消息
IDS_MW_OPENER_BATTLEUI_CROSSHAIR,准星
IDS_MW_OPENER_BATTLEUI_CROSSHAIR_DESCRIPTION,望远镜视角中的准星形状。
IDS_MW_OPENER_BATTLEUI_CROSSHAIR_TOOLTIP_HEADER,准星外观
IDS_MW_OPENER_COLORBLIND_MODE,色盲滤镜
IDS_MW_OPENER_COLORBLIND_MODE_DESCRIPTION,调整图像以适应色觉障碍。
IDS_MW_OPENER_GAMMA,伽玛值
IDS_MW_OPENER_GAMMA_DESCRIPTION,设置明暗阴影的显示。影响图像对比度。
IDS_MYOKO,Myōkō
IDS_MY_ACHIEVEMENTS,我的成就
IDS_MY_CLAN_BATTLES,军团的小队
IDS_MY_CONTACTS,联系名单
IDS_MY_SHIP,我的战舰
IDS_NACHI,Nachi
IDS_NADESHOT,Nadeshot
IDS_NAKHIMOV,Pavel Nakhimov
IDS_NAMAE_BISON,Namae and Bison Hamster
IDS_NAME_OF_SERVER,服务器：
IDS_NARONG_DUANTA,Narong Duangta
IDS_NARRATIVE_CAMPAIGN_BUTTON_BACK_TO_EVENT,返回活动
IDS_NARRATIVE_CAMPAIGN_BUTTON_BACK_TO_HUB,返回章节
IDS_NARRATIVE_CAMPAIGN_BUTTON_OPEN_SSE,前往作战任务
IDS_NARRATIVE_CAMPAIGN_CHAPTER_BLOCKER_PROGRESS,完成上一章节即可继续
IDS_NARRATIVE_CAMPAIGN_CHAPTER_BLOCKER_STAGE_COUNTER,再获取{%(points)s}即可解锁。
IDS_NARRATIVE_CAMPAIGN_CHAPTER_BLOCKER_STAGE_POINTS,
IDS_NARRATIVE_CAMPAIGN_CHAPTER_BLOCKER_TIME,开放于
IDS_NARRATIVE_CAMPAIGN_CHAPTER_BLOCKER_TIME_FULL,当该章节开放时，您将能解锁其中的项目。
IDS_NARRATIVE_CAMPAIGN_CHAPTER_CARD_SUBTITLE_C0,1775–1777
IDS_NARRATIVE_CAMPAIGN_CHAPTER_CARD_SUBTITLE_C1,1777–1778
IDS_NARRATIVE_CAMPAIGN_CHAPTER_CARD_SUBTITLE_C2,1778–1781
IDS_NARRATIVE_CAMPAIGN_CHAPTER_CARD_SUBTITLE_C3,1781–1783
IDS_NARRATIVE_CAMPAIGN_CHAPTER_DESCRIPTION_C0,"1775年4月19日，英军与爱国者民兵在列克星敦和康科德爆发了首次主要冲突。

年轻人大卫·克拉克加入民兵，为自由而战；他在写给母亲的信中讲述了他在北桥的经历，以及他对这场战争的最初印象。"
IDS_NARRATIVE_CAMPAIGN_CHAPTER_DESCRIPTION_C1,"1777年10月7日，英国将军约翰·伯戈因投降，大陆军在萨拉托加取得了首次重大胜利。

在一份写给魁北克省一位同袍兼挚友的非正式报告中，英军少校乔纳森·哈里斯回顾战后余波，以及这一切如何改变了他。"
IDS_NARRATIVE_CAMPAIGN_CHAPTER_DESCRIPTION_C2,"随着法国作为盟友加入，这场战争演变成了全球性冲突。法国舰队参战后，美国和法国军队转向海上交战。

法国水手安德烈·伯纳德后来在写给朋友的信中，讲述了这段经历如何改变了他对战争与荣耀的看法。"
IDS_NARRATIVE_CAMPAIGN_CHAPTER_DESCRIPTION_C3,"约克镇围城战是这场战争的决定性胜利，使冲突转向了谈判。两年后，《巴黎条约》承认了美国的独立。

画家爱德华·默瑟在他的回忆录中，描述了他见证这个新国家诞生的时刻。"
IDS_NARRATIVE_CAMPAIGN_CHAPTER_NAME_C0,风暴渐起
IDS_NARRATIVE_CAMPAIGN_CHAPTER_NAME_C1,转折点
IDS_NARRATIVE_CAMPAIGN_CHAPTER_NAME_C2,缔结同盟
IDS_NARRATIVE_CAMPAIGN_CHAPTER_NAME_C3,胜利曙光
IDS_NARRATIVE_CAMPAIGN_CHAPTER_NAME_SHORT_C0,I
IDS_NARRATIVE_CAMPAIGN_CHAPTER_NAME_SHORT_C1,II
IDS_NARRATIVE_CAMPAIGN_CHAPTER_NAME_SHORT_C2,III
IDS_NARRATIVE_CAMPAIGN_CHAPTER_NAME_SHORT_C3,IV
IDS_NARRATIVE_CAMPAIGN_CHAPTER_SUBNAME_C0,章节I
IDS_NARRATIVE_CAMPAIGN_CHAPTER_SUBNAME_C1,章节II
IDS_NARRATIVE_CAMPAIGN_CHAPTER_SUBNAME_C2,章节III
IDS_NARRATIVE_CAMPAIGN_CHAPTER_SUBNAME_C3,章节IV
IDS_NARRATIVE_CAMPAIGN_EVENT_DESCRIPTION,通过四位亲历者的视角，探索美国独立战争的故事。完成作战任务以推进故事发展，并获取奖励。
IDS_NARRATIVE_CAMPAIGN_EVENT_NAME,星条曙光
IDS_NARRATIVE_CAMPAIGN_EVENT_RULES_DESCRIPTION_1,在专属类别中完成作战任务，以获取进度代币并推进章节。每个章节都包含故事叙事项目和奖励进度条。
IDS_NARRATIVE_CAMPAIGN_EVENT_RULES_DESCRIPTION_2,新章节将在4周内每周开放。通过获取所需数量的进度代币以解锁项目。
IDS_NARRATIVE_CAMPAIGN_EVENT_RULES_DESCRIPTION_3,"获取进度代币将自动解锁进度条上的奖励，包括主题永久涂装、指挥官John Paul Jones和John Glover，以及VIII级巡洋舰国会号。

完成每个章节后，仍可继续获取进度代币，以兑换内含收藏元素的“星条曙光”补给箱。
完成一个章节后获取的进度代币，不会计入下个解锁的章节。"
IDS_NARRATIVE_CAMPAIGN_EVENT_RULES_HEADING_1,完成作战任务
IDS_NARRATIVE_CAMPAIGN_EVENT_RULES_HEADING_2,跟随故事
IDS_NARRATIVE_CAMPAIGN_EVENT_RULES_HEADING_3,获取奖励
IDS_NARRATIVE_CAMPAIGN_HUB_DESCRIPTION_TEXT_1,通过四位亲历者的视角，探索美国独立战争的故事。推进章节以阅读他们的信件和回忆录，并逐步解锁描绘这场革命关键时刻的精美画作。
IDS_NARRATIVE_CAMPAIGN_HUB_DESCRIPTION_TEXT_2,在专属类别中完成作战任务以获取进度代币。代币可解锁新章节项目，并推进奖励进度条。
IDS_NARRATIVE_CAMPAIGN_HUB_DESCRIPTION_TEXT_3,随着进度代币填充奖励进度条，您将自动获得奖励，其中包括VIII级巡洋舰国会号。
IDS_NARRATIVE_CAMPAIGN_HUB_DESCRIPTION_TITLE_1,跟随故事
IDS_NARRATIVE_CAMPAIGN_HUB_DESCRIPTION_TITLE_2,完成作战任务
IDS_NARRATIVE_CAMPAIGN_HUB_DESCRIPTION_TITLE_3,获取奖励
IDS_NARRATIVE_CAMPAIGN_LABEL_COMPLETE,已完成
IDS_NARRATIVE_CAMPAIGN_LABEL_CURRENT,已激活
IDS_NARRATIVE_CAMPAIGN_LABEL_EVENT_RULES,活动规则
IDS_NARRATIVE_CAMPAIGN_LABEL_HAS_NARRATIVE,已解锁新项目
IDS_NARRATIVE_CAMPAIGN_LABEL_OPEN,开启
IDS_NARRATIVE_CAMPAIGN_LABEL_OPEN_EVENT,前往活动界面
IDS_NARRATIVE_CAMPAIGN_LABEL_PROGRESS_HINT,通过完成作战任务来获取进度代币，并推进奖励进度条。
IDS_NARRATIVE_CAMPAIGN_NARRATIVE_TEXT_BLOCK_C0_S0_T0,"我亲爱的母亲，
我写下这封信，是想让您放心。我现在身体健康，也盼您收到信时一切安好。对于我当初的不辞而别，还请您宽恕，您本应该得到一个好好的告别，而不是我当时那样匆忙地离开。

我不会假装加入民兵时心中毫无恐惧；可说也奇怪，我一边写着，竟一边无端地笑了起来，像个傻瓜似的。父亲从前总爱这样叫我，也许他说得也没错。

若上天保佑，我终会回到您的身边。届时，我将让您衣食无忧。我拿起这支火枪并非毫无缘由，我亦不愿选择别样的人生。

写信时，太阳正在升起，而我已接近康科德。这一夜我未曾合眼。

烦请代我向所有关心我的友人致意。"
IDS_NARRATIVE_CAMPAIGN_NARRATIVE_TEXT_BLOCK_C0_S1_T0,"我亲爱的母亲，
我已安然抵达，精神尚好。冰雪消融，土地依旧泥泞，弟兄们的靴子从未干过。但我们无人抱怨，有些人甚至还觉得这颇为有趣。

我结识了一位名叫阿布纳的弟兄。他昨天本想游过河去，我劝他说河水冷得足以让人心脏停跳，他却只是笑了。

但今天我们都静默无言。英军近在咫尺，但一个有信念的人，力量胜于常人。愿我们都能屹立不倒，承受即将到来的一切。

若上天应允，我很快便会再给您写信。"
IDS_NARRATIVE_CAMPAIGN_NARRATIVE_TEXT_BLOCK_C0_S2_T0,"我们在康科德的桥上与国王的军队交火，枪声之近前所未有。我先是感觉到了震动……然后才听见枪声。一名英军士兵站在我身旁，之后发生的事我已记不清……只知道我已不再是从前的我了。

此夜我彻夜未眠。呻吟声让我心烦意乱……我分不清那是我自己的，还是弟兄们的。我没有听到阿布纳的声音，因为他已经不在了。我如今后悔，他当初没有去游那条河。

我正用左手写信，因为右手被火枪子弹击中了。我不想让您为此担心，母亲……但我得休息了……

我希望这不是一场梦，但或许如果真是梦反倒更好些。"
IDS_NARRATIVE_CAMPAIGN_NARRATIVE_TEXT_BLOCK_C0_S3_T0,"自从离家后，我一直没有收到您的来信，恐怕我上一封信让您担心了……如果您能寄些糖来，我将不胜感激，这里的糖极为短缺，而我可能还要在此地待上好一阵子。

有一份公告，说在波士顿放下武器的人可获赦免。这反倒让我更想拿起我的武器，但我却躺在这里……连起身的力气都没有。

我的身体一直不太好……夜晚最是难熬，我总在汗水中惊醒，辗转反侧。弟兄们如常行事，而我只能醒着倾听。

军医看我的眼神让我愈发不安……

我会尽快再给您写信，但愿届时我已离开这个地方了。"
IDS_NARRATIVE_CAMPAIGN_NARRATIVE_TEXT_BLOCK_C0_S4_T0,"我亲爱的母亲，
感谢您的来信。您信中说家中一切安好，或许真是如此。但我太了解您了，也明白您何时是在写我想听的安慰之词，而非实情。

一想到您独自在家，我的心便隐隐作痛。我来到这里是为了捍卫属于我们的一切，却发现自己所得甚少，更别说能为您做些什么。父亲曾说，他真盼自己还能年轻一回，好让他能把生命献给自由。我想，他的愿望该由一个比如今给您写信的我更值得称道的儿子来实现。

我不知何时才能重返行伍，也不知自己是否还适合行军。如今我对一切都感到茫然，对于一个曾自以为无所不知的人来说，这无疑是令人沮丧的境况。"
IDS_NARRATIVE_CAMPAIGN_NARRATIVE_TEXT_BLOCK_C0_S5_T0,"母亲，
许久未曾写信，请您原谅，我实在不知道要说些什么。

我想您已听闻此事，也已从报纸上读到消息。有人将报纸带入营地，我亲眼看到了那份《宣言》。在纽约，人们推倒了乔治三世的雕像，拖着它游街示众。消息传来，营中的弟兄们欢呼雀跃，我也曾短暂地分享了他们的喜悦。

我为宣言中的自由而高兴，只是我不确定，对于如今的我来说，自由又意味着什么。

今夜我将与弟兄们共饮，任凭庆祝的氛围将我带向何方。

手臂还是老样子。我不想再多提了。"
IDS_NARRATIVE_CAMPAIGN_NARRATIVE_TEXT_BLOCK_C0_S6_T0,"我亲爱的母亲，
英军占领了纽约，我正行军前往新泽西。他们说康沃利斯在后面追赶，而且行进得很快。

白昼漫长，地面坚硬，可我却发现自己并没有想象中那样难以忍受。行进在路上，反倒有种说不出的合适感，尽管脚下每一块石头都硌得我脚底生疼。等抵达后，还有营地里的差事在等着我，他们说只是些轻便的活计，直到我能承受更多。

手臂仍无明显好转。我提起这事，只是不想让您挂心。走在路上时，我不免会多想起这伤，可远没有您担心得多。军医说话总是小心翼翼，我对他们那一套早就不太信了。

路就在前方，我也仍在路上，这便已足够了。"
IDS_NARRATIVE_CAMPAIGN_NARRATIVE_TEXT_BLOCK_C0_S7_T0,"我尊敬的母亲，
我们已抵达营地。在路上我睡得很好，但到了这里却辗转难眠。当晚，我们便收到了纽约失利的消息。华盛顿堡被攻陷，我们也失去了近三千名弟兄。我不认识他们中的任何一个，我想这算是一种仁慈吧。

那一夜我清醒的时辰比应有的还要久。等我终于睡去，却又梦见了那座桥。那名英军士兵站在我上方，我想抬起手臂去扼住他的喉咙，可就在将要碰到他时，我惊醒了。

我得告诉您早上发生的事。当时我独自沉思——思绪真是糟糕的同伴——华盛顿将军正好从旁经过。他看见了我，尽管我不知道他为何会在这么多人中注意到我。他微笑着将手轻轻搭在我的肩上，不过一瞬之间的事，可自那以后，我便几乎没再想过别的。

那一刻我知道，到了必要之时，这只手臂大概还是能再举起来。"
IDS_NARRATIVE_CAMPAIGN_NARRATIVE_TEXT_BLOCK_C0_S8_T0,"母亲，
我们在圣诞节的夜晚，趁着夜色渡过特拉华河，趁黑森佣兵还未察觉时便先发制人。我说“我们”，但我当然是留在了营地。

我的身体记得一些脑中早已半遗忘的事情，我也发现自己并没有如先前担心的那般衰颓。今天，我将近一年来第一次再度举枪开火。

而那还不是一支寻常的火枪。我今早在营地里发现它，就那么躺在那里，仿佛一直在等着我似的。上面有一道特别的记号。我多希望那是阿布纳的枪，但或许只是我一厢情愿。它比我自己的枪沉，我想它向来就是如此。

训练的辛苦总算有了回报，可我依旧难以安下心来。弟兄们会接纳我重返行军队伍吗，哪怕我曾受过伤？当那一刻真正来临时，我的手指还能扣动扳机吗？"
IDS_NARRATIVE_CAMPAIGN_NARRATIVE_TEXT_BLOCK_C0_S9_T0,"我亲爱的母亲，
我现在写信给您，带来了一段时间以来最好的消息。训练进行得出乎意料地顺利，比我预想的还要好。

他们又把我安排回弟兄们当中，我明天就要和他们一起行军了。我经常想起之前写给您的话，发现自己现在不像从前那样滔滔不绝了。一个人在尚未为自由付出代价时，可以轻易地谈论它。我现在知道了它的代价，而且我相信我不希望它变得更廉价。

等我回到您身边时，我不会空手而归。母亲，您将获得真正的自由，不仅是名义上的，而是实实在在的自由。这仍然是我的愿望，我坚守着它。

附言：前路漫漫，我将继续前行，直到再次磨破我的鞋子。"
IDS_NARRATIVE_CAMPAIGN_NARRATIVE_TEXT_BLOCK_C0_SI_T0,"在第一枪打响前的十多年里，英国与美洲殖民地之间的紧张关系便已日益加剧。代价高昂的法国印第安人战争（1754-1763年）结束后，英国国会陆续对殖民地加征新税，包括《印花税法》、《汤森法令》和《糖税法》。而在此之前的多年，英国大致奉行所谓“有益忽视”的政策，基本上让殖民地自行治理；如今政策转向加强管控，自然引发殖民地反弹。

波士顿成了反抗运动的核心。1773年，殖民者将英国茶叶倒入港口后，国会通过了《不可容忍法令》，关闭了波士顿港并限缩了殖民地的自治权。反抗声浪因此愈演愈烈，最终民兵开始组织起来，第一届大陆会议也随之召开。

1775年，战斗在列克星敦和康科德打响。殖民地在乔治·华盛顿的领导下团结起来，1776年的《美国独立宣言》的发表使这场反叛正式转化为革命。同年，英军迫使华盛顿撤离纽约，但他在特伦顿的胜利让革命之火得以延续。

就在列克星敦和康科德战役爆发前不久，一位名叫大卫·克拉克的年轻人加入了民兵。他留下的书信记录了他在战争中的亲身经历。"
IDS_NARRATIVE_CAMPAIGN_NARRATIVE_TEXT_BLOCK_C1_S0_T0,"致爱德华·汤普森少校，魁北克省，1778年4月
我以非官方身分致函，近几日我暂时卸下职务。我发着烧，胸口也有些不适。虽无大碍，但团里的军医在此事上颇为坚持。我便趁这段空档，坦率记述近日发生的种种。

伯戈因将军已于10月17日率领其全军投降。然而，还有一件事我不想写入正式记录。我将把它写在这里。

在最近的行动中发生了一些事，至今我仍未能判断该如何看待它。等我说完，您自会明白我的意思。

坦白说，汤普森，我发现自己无法停止去想这件事。"
